city,email,phone,gender,firstname,lastname
Cincinnati,LoisHOverstreet@teleworm.us,513-821-2422,female,Lois,Overstreet
Little Rock,ElsieRHenderson@teleworm.us,870-868-3007,female,Elsie,Henderson
Southfield,KathyROrlowski@dayrep.com,313-385-7251,female,Kathy,Orlowski
Cincinnati,ErnestMSikes@armyspy.com,513-489-9918,male,Ernest,Sikes
Los Angeles,RoseDMartinez@dayrep.com,323-767-7172,female,Rose,Martinez
Louisville,MarshaDMakela@einrot.com,270-261-0070,female,Marsha,Makela
Northbrook,CharlotteEHay@superrito.com,312-679-1180,female,Charlotte,Hay
Green Bay,HelenIGamez@armyspy.com,920-228-8552,female,Helen,Gamez
Saint Marys,MariaAFoster@einrot.com,912-573-9685,female,Maria,Foster
Houston,ErnestoSHall@gustr.com,832-594-2874,male,Ernesto,Hall
Fayette City,JeanieLGolden@einrot.com,724-326-9781,female,Jeanie,Golden
Austin,JamesFPerez@armyspy.com,512-475-6317,male,James,Perez
Alfalfa,AlbertoKWilson@dayrep.com,580-637-6535,male,Alberto,Wilson
Baytown,AndrewTChang@cuvox.de,832-556-4901,male,Andrew,Chang
Pennock,HenryDBriscoe@gustr.com,320-599-8299,male,Henry,Briscoe
Seattle,CarlosFHeath@teleworm.us,206-940-4831,male,Carlos,Heath
Reeds,ErinJEdwards@superrito.com,336-787-6738,female,Erin,Edwards
Baltimore,JenniferJHopkins@armyspy.com,443-266-1493,female,Jennifer,Hopkins
Waterford,LolaBMackay@fleckens.hu,248-681-5682,female,Lola,Mackay
Philadelphia,HomerAAllen@superrito.com,610-726-0852,male,Homer,Allen
Dunning,BradleyMBrown@jourrapide.com,308-538-2356,male,Bradley,Brown
Elmsford,EricDBartz@superrito.com,646-506-7120,male,Eric,Bartz
Redmond,SherylSStanford@gustr.com,206-261-8484,female,Sheryl,Stanford
Concord,MarionCGay@armyspy.com,510-693-0640,female,Marion,Gay
San Bruno,MargaretMWilliams@rhyta.com,650-244-3418,female,Margaret,Williams
East Chicago,EvanODownard@superrito.com,219-391-7095,male,Evan,Downard
Countryside,LucieMDelgado@einrot.com,727-797-7906,female,Lucie,Delgado
Ashland,CarolSHolbrook@armyspy.com,620-635-3223,female,Carol,Holbrook
Maple Heights,JamesRTindall@jourrapide.com,216-587-8528,male,James,Tindall
Indianapolis,YvonneLLeggett@teleworm.us,765-707-9797,female,Yvonne,Leggett
Milwaukee,JamesCNovak@einrot.com,920-567-0445,male,James,Novak
Quartz Hill,MathewGSlagle@teleworm.us,661-718-9354,male,Mathew,Slagle
Detroit Lakes,LarryKPastore@jourrapide.com,218-846-7288,male,Larry,Pastore
Schaumburg,ElizabethCAllen@rhyta.com,847-761-9636,female,Elizabeth,Allen
Metairie,RaymondASchill@teleworm.us,985-750-4465,male,Raymond,Schill
West Chicago,HelenJMoore@rhyta.com,847-657-5007,female,Helen,Moore
Flushing,JerryDKilburn@dayrep.com,718-445-1369,male,Jerry,Kilburn
Houston,JasonJBussey@gustr.com,713-970-2689,male,Jason,Bussey
Bel Air,KellyGMorris@superrito.com,310-889-4750,female,Kelly,Morris
Jackson,GeraldJHines@dayrep.com,601-869-6083,male,Gerald,Hines
Miami,DonnaCGonzalez@jourrapide.com,305-798-7191,female,Donna,Gonzalez
Boston,LucindaGWeaver@armyspy.com,617-482-7620,female,Lucinda,Weaver
San Francisco,PeggyJManz@gustr.com,707-222-7932,female,Peggy,Manz
Louisville,AlmaNGrayson@armyspy.com,502-488-9177,female,Alma,Grayson
Sonoma,AnnieCWilkins@dayrep.com,707-935-7983,female,Annie,Wilkins
South Burlington,JoseGJones@gustr.com,802-715-5902,male,Jose,Jones
Pittsburgh,KellySLara@gustr.com,724-707-9626,female,Kelly,Lara
Lexington,CalvinBPearce@superrito.com,859-271-9272,male,Calvin,Pearce
Aloha,CathyBWilliams@fleckens.hu,503-642-2578,female,Cathy,Williams
Milwaukee,SandyKHodgkins@jourrapide.com,262-456-6293,female,Sandy,Hodgkins
Houston,DoraGBury@jourrapide.com,832-250-0734,female,Dora,Bury
Fresno,RubyEStokes@rhyta.com,559-761-8467,female,Ruby,Stokes
Elkin,NorbertSBennett@rhyta.com,336-572-9337,male,Norbert,Bennett
Shepherdstown,DomenicaMCaywood@gustr.com,304-870-4447,female,Domenica,Caywood
Santa Ana,RoyWRodriguez@jourrapide.com,714-957-0511,male,Roy,Rodriguez
Blaine,JessNKerr@jourrapide.com,651-780-7269,male,Jess,Kerr
Dale City,GregGArreola@superrito.com,703-670-6953,male,Greg,Arreola
Adrian,CynthiaEBauer@jourrapide.com,517-470-4139,female,Cynthia,Bauer
Hicksville,LeonardHVillarreal@gustr.com,631-630-5352,male,Leonard,Villarreal
Cantwell,CliffordWCox@einrot.com,907-768-3032,male,Clifford,Cox
Cainesville,ClaudiaGShaw@dayrep.com,660-893-6692,female,Claudia,Shaw
Redmond,JamesFStrauch@jourrapide.com,425-280-1575,male,James,Strauch
Burbank,RosieMCampuzano@gustr.com,310-918-7448,female,Rosie,Campuzano
Ashfield,GeraldTRice@jourrapide.com,413-628-4094,male,Gerald,Rice
Centennial,EmmittGQuinones@gustr.com,303-944-8053,male,Emmitt,Quinones
Nashville,SharonTDavidson@armyspy.com,615-401-0748,female,Sharon,Davidson
Milwaukee,DianeMClark@cuvox.de,920-331-1870,female,Diane,Clark
Jeffersonville,MaribelJSmith@gustr.com,812-218-0964,female,Maribel,Smith
Kansas City,DoloresNFlorian@teleworm.us,660-770-7043,female,Dolores,Florian
San Diego,CliffordEWells@teleworm.us,619-865-8562,male,Clifford,Wells
Machesney Park,JohnGTucker@fleckens.hu,815-316-1686,male,John,Tucker
Wheeling,JoseIZoeller@fleckens.hu,304-806-0020,male,Jose,Zoeller
Phoenix,MarjorieLThompson@superrito.com,602-538-8742,female,Marjorie,Thompson
Los Angeles,JohnMCash@superrito.com,949-628-9041,male,John,Cash
Westbury,JustinDSullivan@armyspy.com,516-338-2509,male,Justin,Sullivan
Palatine,ChristopherRZorn@einrot.com,847-776-6790,male,Christopher,Zorn
Westbury,JohnTBell@jourrapide.com,845-653-1866,male,John,Bell
Indianapolis,StaceyGFreels@superrito.com,765-425-9345,female,Stacey,Freels
Dayton,SamuelSWilder@superrito.com,937-636-1036,male,Samuel,Wilder
Elk Grove Village,DoloresJSmith@superrito.com,630-874-3833,female,Dolores,Smith
Fairgrove,BrittaRHartman@gustr.com,989-691-1523,female,Britta,Hartman
Raleigh,EthelDGutierrez@cuvox.de,919-453-1827,female,Ethel,Gutierrez
Piscataway,StephenBBeasley@teleworm.us,732-344-4800,male,Stephen,Beasley
Pawtucket,PeterKPritchett@fleckens.hu,401-726-9269,male,Peter,Pritchett
Sunrise,MickiHJarvis@superrito.com,786-399-2680,female,Micki,Jarvis
Warrensville Heights,StefanieHRo@superrito.com,216-347-5408,female,Stefanie,Ro
Bridgeville,MichaelSNorwood@gustr.com,724-601-9414,male,Michael,Norwood
Plymouth,CrystalJVilleda@gustr.com,763-694-9555,female,Crystal,Villeda
Providence,JesusJCantrell@fleckens.hu,401-337-2588,male,Jesus,Cantrell
Houston,RachaelGTurpin@dayrep.com,832-526-5490,female,Rachael,Turpin
New York,CharlesGKnapp@jourrapide.com,917-599-5120,male,Charles,Knapp
Warner Robins,LisaCCrews@einrot.com,478-923-9473,female,Lisa,Crews
Framingham,RichardBStein@fleckens.hu,774-555-9046,male,Richard,Stein
Los Angeles,KevinJPerez@fleckens.hu,323-725-8745,male,Kevin,Perez
Coral Gables,GilbertSHolman@rhyta.com,305-446-1853,male,Gilbert,Holman
Westminster,FrancisJNell@fleckens.hu,303-502-8265,male,Francis,Nell
Casper,JamesBShultz@superrito.com,307-228-1514,male,James,Shultz
Bedford,MicahDGreenfield@dayrep.com,978-400-4233,female,Micah,Greenfield
Des Plaines,RebeccaJAdkins@teleworm.us,847-795-9083,female,Rebecca,Adkins
Harrisonburg,MichaelSEdwards@gustr.com,540-801-8310,male,Michael,Edwards
San Francisco,SheriJLangley@dayrep.com,925-300-9365,female,Sheri,Langley
Pittsburgh,GaryLSchultz@jourrapide.com,412-735-6220,male,Gary,Schultz
Stewardson,LanceRParker@superrito.com,217-682-0035,male,Lance,Parker
Centennial,OrvilleRDobos@fleckens.hu,970-576-4911,male,Orville,Dobos
Fresno,KevinSDean@rhyta.com,559-681-0882,male,Kevin,Dean
Santa Ana,DeanKRice@armyspy.com,714-455-5175,male,Dean,Rice
Lewistown,AlvinAMorgan@teleworm.us,406-538-8418,male,Alvin,Morgan
Lakeland,GeorgeFAlvarez@fleckens.hu,863-668-8873,male,George,Alvarez
Adelphi,EvangelinaLMartinez@rhyta.com,240-925-3852,female,Evangelina,Martinez
Pittsburgh,KristyIWare@cuvox.de,724-391-9777,female,Kristy,Ware
Underwood,PhilipDMurrell@cuvox.de,701-654-1014,male,Philip,Murrell
Tahlequah,JoeBYoumans@armyspy.com,918-450-0539,male,Joe,Youmans
Doral,CodyAWilson@fleckens.hu,786-331-3224,male,Cody,Wilson
Beaver Falls,DianneMAnderson@jourrapide.com,724-891-1797,female,Dianne,Anderson
Brentwood,GeorgeSBoyd@cuvox.de,615-470-1815,male,George,Boyd
San Antonio,BillieZMilliron@teleworm.us,210-345-3510,female,Billie,Milliron
Overland Park,MatthewSClark@rhyta.com,913-663-4735,male,Matthew,Clark
Hartselle,EvelynDFuhr@armyspy.com,256-773-1662,female,Evelyn,Fuhr
Stafford,ElyseFMosser@armyspy.com,540-659-4230,female,Elyse,Mosser
New York,BeatriceDMiller@armyspy.com,347-613-4397,female,Beatrice,Miller
Nicholls,HelenRAbrams@superrito.com,912-345-6924,female,Helen,Abrams
Fincastle,LisaDMcDonald@armyspy.com,540-473-7619,female,Lisa,McDonald
Nephi,JackCDudley@cuvox.de,435-610-7822,male,Jack,Dudley
Peculiar,KatherineCMarsh@teleworm.us,913-376-8867,female,Katherine,Marsh
New York,EbonySCox@dayrep.com,917-970-8483,female,Ebony,Cox
Mamou,LatonyaDJones@teleworm.us,337-468-8347,female,Latonya,Jones
New York,KyleBLuna@fleckens.hu,917-401-9345,male,Kyle,Luna
Miami,ZenaidaEWhitbeck@rhyta.com,786-407-9252,female,Zenaida,Whitbeck
Decatur,ElaineRNegron@gustr.com,404-406-0366,female,Elaine,Negron
Pittsburgh,RobertRQuezada@cuvox.de,724-635-8416,male,Robert,Quezada
Brandon,LarryKLopez@fleckens.hu,601-591-2453,male,Larry,Lopez
Selmer,KatharineRCummings@superrito.com,731-646-2679,female,Katharine,Cummings
Seneca,AlvaMCarson@jourrapide.com,864-258-2543,female,Alva,Carson
Austin,MichealCSmith@jourrapide.com,512-258-9470,male,Micheal,Smith
Toledo,VeronicaTBrown@jourrapide.com,419-928-3256,female,Veronica,Brown
Newark,DennisVMurphy@fleckens.hu,908-605-3869,male,Dennis,Murphy
Lafayette,DianaJSmith@superrito.com,337-804-5069,female,Diana,Smith
Carrollton,KeriRSain@cuvox.de,972-478-1304,female,Keri,Sain
Camden,NevaCEldredge@teleworm.us,609-636-7032,female,Neva,Eldredge
Hollywood,FloydSSimms@superrito.com,954-923-9099,male,Floyd,Simms
Iron Mountain,CarmenCJenkins@superrito.com,906-370-9211,female,Carmen,Jenkins
Elysburg,DavidLCruz@jourrapide.com,570-672-0725,male,David,Cruz
Loraine,CorinneWEllis@fleckens.hu,217-938-5484,female,Corinne,Ellis
San Diego,PaulBReiss@cuvox.de,619-289-3645,male,Paul,Reiss
Winter Park,JoshuaRSanchez@cuvox.de,321-228-9943,male,Joshua,Sanchez
Sacramento,FrancesLConstance@cuvox.de,530-658-7957,female,Frances,Constance
Albany,AnnKSankey@gustr.com,518-684-4453,female,Ann,Sankey
Mason City,SherylLCoulter@einrot.com,641-424-3137,female,Sheryl,Coulter
Duluth,MaryRFarris@teleworm.us,218-391-7705,female,Mary,Farris
Crystal,EmmaRThomas@fleckens.hu,763-536-3080,female,Emma,Thomas
Norwood,AnnetteRRusso@jourrapide.com,513-458-2699,female,Annette,Russo
Golden Valley,CaseyDPerry@gustr.com,763-764-1554,female,Casey,Perry
Kansas City,SherryJWillmon@fleckens.hu,660-797-5456,female,Sherry,Willmon
Jacksonville,EliseAMoore@superrito.com,904-859-6031,female,Elise,Moore
Washington,CandiceJKling@jourrapide.com,703-544-4752,female,Candice,Kling
San Jose,KathleenTHill@superrito.com,510-239-0455,female,Kathleen,Hill
Naper,GlenFViator@armyspy.com,605-834-3073,male,Glen,Viator
Albany,LucilleTHudson@armyspy.com,229-237-8945,female,Lucille,Hudson
Orlando,AlbertSLester@superrito.com,386-845-3248,male,Albert,Lester
San Antonio,FredCRamsey@armyspy.com,210-829-8452,male,Fred,Ramsey
Southfield,JeffJReeves@superrito.com,586-880-7317,male,Jeff,Reeves
Little Rock,CecilMGrover@gustr.com,501-288-6654,male,Cecil,Grover
Ilion,ThomasSBunch@gustr.com,315-894-0925,male,Thomas,Bunch
Jacksonville,HelenAHollis@dayrep.com,904-726-8165,female,Helen,Hollis
Silver Spring,JillJBrown@cuvox.de,301-236-1170,female,Jill,Brown
San Marcos,JohnJRatcliff@gustr.com,760-891-4574,male,John,Ratcliff
Boston,RoseJWilliams@jourrapide.com,617-747-1118,female,Rose,Williams
Greenville,ShawnGLabadie@superrito.com,864-334-2699,male,Shawn,Labadie
Houston,MarkLMoran@einrot.com,832-681-9732,male,Mark,Moran
Des Moines,NellieRParker@teleworm.us,515-277-5501,female,Nellie,Parker
Burr Ridge,TerryACampbell@dayrep.com,630-280-5107,male,Terry,Campbell
Sacramento,KennethRBoggs@gustr.com,530-505-2706,male,Kenneth,Boggs
Corpus Christi,MarthaNZeno@rhyta.com,361-392-0588,female,Martha,Zeno
Bend,SandraMRamirez@teleworm.us,541-382-9256,female,Sandra,Ramirez
Sherman Oaks,JessicaCHolmes@teleworm.us,818-386-4118,female,Jessica,Holmes
Memphis,MathildaTBishop@armyspy.com,901-477-9419,female,Mathilda,Bishop
Stamford,JanetJMcGough@gustr.com,203-816-9460,female,Janet,McGough
Boynton Beach,SherryAHayes@jourrapide.com,561-742-3662,female,Sherry,Hayes
Rome,BerniceJBowens@einrot.com,706-236-6559,female,Bernice,Bowens
Corpus Christi,JackieMJones@gustr.com,361-548-9831,male,Jackie,Jones
Cincinnati,NancyJKlemm@superrito.com,513-661-9659,female,Nancy,Klemm
Miami,StanleyBCampbell@fleckens.hu,305-385-4852,male,Stanley,Campbell
Bellflower,ScottLOrtiz@cuvox.de,562-280-2626,male,Scott,Ortiz
Grand Prairie,KellyCMcCain@dayrep.com,972-601-6516,female,Kelly,McCain
New York,MichaelSWillits@rhyta.com,347-733-4822,male,Michael,Willits
Mcgregor,GlennPKirkpatrick@fleckens.hu,701-546-2825,male,Glenn,Kirkpatrick
San Francisco,AlisaRJohnston@dayrep.com,510-316-1269,female,Alisa,Johnston
Austin,MilfordCNichols@cuvox.de,512-851-8405,male,Milford,Nichols
Norfolk,MarionAZepeda@dayrep.com,757-447-5369,female,Marion,Zepeda
West Plains,JosephNWillis@superrito.com,417-853-2362,male,Joseph,Willis
Santee,AnthonyGDreher@armyspy.com,619-596-1632,male,Anthony,Dreher
Saint Paul,ElizabethWArrington@fleckens.hu,651-497-5571,female,Elizabeth,Arrington
South Burlington,ZacharyCAshcraft@armyspy.com,802-327-7751,male,Zachary,Ashcraft
Athens,DonaldLPlank@rhyta.com,706-875-8284,male,Donald,Plank
Huntsville,MildredBHoehn@armyspy.com,256-713-9669,female,Mildred,Hoehn
Olden,DavidHMayberry@rhyta.com,254-653-9809,male,David,Mayberry
Minot,NettieDBarnard@superrito.com,701-833-7781,female,Nettie,Barnard
Orlando,DenisWSheffield@armyspy.com,407-563-6588,male,Denis,Sheffield
Burr Ridge,JoseLDean@cuvox.de,312-400-2458,male,Jose,Dean
Gulfport,ColleenKWood@dayrep.com,228-272-9444,female,Colleen,Wood
Green Bay,LatonyaJWomack@gustr.com,920-661-4156,female,Latonya,Womack
Little Rock,JamesJHorsley@rhyta.com,870-329-7953,male,James,Horsley
Fair Oaks,GaryLDeshotel@cuvox.de,916-961-0994,male,Gary,Deshotel
Sheboygan Falls,SarahWKelly@jourrapide.com,262-788-8683,female,Sarah,Kelly
Juneau,BrandyJCall@cuvox.de,907-364-1320,female,Brandy,Call
Palestine,MauriceALabarre@gustr.com,903-922-7210,male,Maurice,Labarre
Cottonwood,ElizabethPNorris@teleworm.us,801-453-4026,female,Elizabeth,Norris
Hartford,MarySBoyette@einrot.com,203-805-2022,female,Mary,Boyette
Shreveport,JohnJSantiago@fleckens.hu,318-555-2506,male,John,Santiago
State College,JamesSCaton@gustr.com,814-661-4109,male,James,Caton
Omaha,MollieAThompson@jourrapide.com,402-575-0331,female,Mollie,Thompson
Memphis,GeorgeCSeeley@rhyta.com,731-859-5779,male,George,Seeley
Albuquerque,RonaldHTurnipseed@teleworm.us,505-993-6627,male,Ronald,Turnipseed
Hermosa Beach,DianaJTrawick@cuvox.de,310-379-3620,female,Diana,Trawick
Olympia,RuthBGott@teleworm.us,360-310-2236,female,Ruth,Gott
Fort Collins,CharlesCHebert@superrito.com,970-221-4704,male,Charles,Hebert
Amarillo,LoriLTarter@einrot.com,806-683-6342,female,Lori,Tarter
Chicago,JimPKrall@armyspy.com,630-387-2559,male,Jim,Krall
Saint Louis,EdwinMJohnson@armyspy.com,314-274-4724,male,Edwin,Johnson
Fort Lauderdale,TheresaRParker@gustr.com,305-401-8065,female,Theresa,Parker
Winter Haven,LorenzaDBrown@armyspy.com,813-299-8025,female,Lorenza,Brown
Salt Lake City,CherylRSimmers@gustr.com,801-598-8512,female,Cheryl,Simmers
Croton,PamMKimball@einrot.com,740-893-4361,female,Pam,Kimball
Henderson,TommieGNess@armyspy.com,702-568-1109,male,Tommie,Ness
Orlando,TeddyCBurchett@rhyta.com,407-675-7891,male,Teddy,Burchett
Cairo,LucyKRodriguez@jourrapide.com,308-485-0674,female,Lucy,Rodriguez
Warroad,RyanDMarburger@gustr.com,218-386-2658,male,Ryan,Marburger
Marietta,DanielBJohns@teleworm.us,678-594-2279,male,Daniel,Johns
Westland,AmberDObrien@armyspy.com,313-423-8102,female,Amber,Obrien
Southfield,RobertEWhite@armyspy.com,248-389-3544,male,Robert,White
Dixon,JerryEHarris@superrito.com,270-639-2612,male,Jerry,Harris
Rochester,ThereseFHeiss@fleckens.hu,585-525-7679,female,Therese,Heiss
San Diego,ConstanceJThomas@gustr.com,619-794-4517,female,Constance,Thomas
New Orleans,JohnJBruno@dayrep.com,985-807-2460,male,John,Bruno
Fairbanks,JohnDWhite@armyspy.com,907-451-2034,male,John,White
Minneapolis,CharlesABlackshear@jourrapide.com,612-462-6482,male,Charles,Blackshear
Chicago,OscarJThompson@armyspy.com,312-380-2817,male,Oscar,Thompson
Dallas,SadieMKing@armyspy.com,214-343-5369,female,Sadie,King
Conrad,RobertFMedina@rhyta.com,406-271-8144,male,Robert,Medina
Medford,SantiagoDOleary@teleworm.us,541-776-3352,male,Santiago,Oleary
Manomet,KarlPDerrick@gustr.com,508-209-1009,male,Karl,Derrick
Portland,DorothyNFrazier@superrito.com,971-634-1213,female,Dorothy,Frazier
Clarkesville,AdeliaSMyers@jourrapide.com,706-839-4789,female,Adelia,Myers
Yorktown Heights,BerthaGBolanos@dayrep.com,914-962-3703,female,Bertha,Bolanos
Beaumont,ShelbyDRasch@fleckens.hu,409-553-1775,female,Shelby,Rasch
Milwaukee,RoccoBFord@gustr.com,414-661-4785,male,Rocco,Ford
Rochester,MaryCChambers@armyspy.com,585-244-3288,female,Mary,Chambers
South Portland,GeorgiaRHerring@rhyta.com,207-750-6889,female,Georgia,Herring
Yulee,AaronCSylvester@armyspy.com,904-548-8884,male,Aaron,Sylvester
Miami,ShirleyKMauldin@dayrep.com,305-986-5572,female,Shirley,Mauldin
Harrisburg,WillieLSnowden@gustr.com,717-994-2061,male,Willie,Snowden
Houston,HeidiSMcDonald@teleworm.us,832-222-0328,female,Heidi,McDonald
Metairie,MichaelLRomero@superrito.com,504-247-5181,male,Michael,Romero
Rebecca,TrinaAFowler@jourrapide.com,229-643-4532,female,Trina,Fowler
Aurora,DeniseJSimpson@dayrep.com,303-474-9590,female,Denise,Simpson
Chula Vista,DannyKChen@gustr.com,619-506-3719,male,Danny,Chen
Niagara Falls,ThomasDMcGinley@fleckens.hu,716-285-6667,male,Thomas,McGinley
Birmingham,IanSWendel@fleckens.hu,205-983-7053,male,Ian,Wendel
Buffalo,EnriqueCSimmons@armyspy.com,716-238-2965,male,Enrique,Simmons
Chicago,KathrynEMorris@jourrapide.com,773-576-6503,female,Kathryn,Morris
Lutcher,JohnBRange@teleworm.us,225-869-0936,male,John,Range
Crafton,MarleneAMendoza@cuvox.de,724-396-9345,female,Marlene,Mendoza
Indianapolis,CarrollLLevine@einrot.com,317-251-3070,male,Carroll,Levine
Newark,TeriTTurcios@einrot.com,302-303-7222,female,Teri,Turcios
Golden,EliasSMcGinley@armyspy.com,303-215-0535,male,Elias,McGinley
Sawyer,HazelAMcGary@armyspy.com,269-426-4937,female,Hazel,McGary
Corpus Christi,MinnieTBrothers@einrot.com,361-223-0664,female,Minnie,Brothers
Detroit,CharlesDCovert@armyspy.com,248-260-7407,male,Charles,Covert
Northbrook,ArtDTucker@fleckens.hu,630-421-8533,male,Art,Tucker
Marlboro,KeithKBilliot@dayrep.com,508-480-2344,male,Keith,Billiot
Greenville,KevinFClay@einrot.com,864-757-5956,male,Kevin,Clay
Jefferson City,RobertVDickinson@superrito.com,573-635-3538,male,Robert,Dickinson
Fort Walton Beach,EvelynJBaxter@teleworm.us,850-864-4814,female,Evelyn,Baxter
San Francisco,AdamFHenegar@rhyta.com,408-213-1285,male,Adam,Henegar
Eugene,ChrisJRoemer@superrito.com,541-971-6932,male,Chris,Roemer
Conde,LynnHPrice@armyspy.com,605-382-3221,male,Lynn,Price
New York,CarolHFisher@dayrep.com,212-761-6068,female,Carol,Fisher
Eatonville,WilliamBBarnett@rhyta.com,253-262-8107,male,William,Barnett
Rancho Dominguez,BarbaraWFoster@rhyta.com,310-599-0585,female,Barbara,Foster
Cypress,PamelaDLong@einrot.com,714-209-8359,female,Pamela,Long
Midland,JorgeLMcLain@cuvox.de,432-247-9166,male,Jorge,McLain
Cooksville,FrancesAShaw@einrot.com,309-725-2873,female,Frances,Shaw
Lake Charles,JaynaJLecroy@fleckens.hu,337-208-3977,female,Jayna,Lecroy
Portland,MariaMPenton@armyspy.com,503-703-7120,female,Maria,Penton
South Burlington,CharlesJSandler@cuvox.de,802-551-6233,male,Charles,Sandler
Los Angeles,DanielAKrick@einrot.com,626-773-0736,male,Daniel,Krick
Tansi,CathyDOliva@jourrapide.com,931-788-4403,female,Cathy,Oliva
Philadelphia,EarleSGonzales@jourrapide.com,610-425-7468,male,Earle,Gonzales
San Diego,VeniceRRobinson@jourrapide.com,858-909-7108,female,Venice,Robinson
Vancouver,KevinTLambert@jourrapide.com,360-356-8528,male,Kevin,Lambert
Knoxville,HaydeeMBlair@jourrapide.com,865-595-5782,female,Haydee,Blair
Arlington,IolaGSpann@armyspy.com,214-587-3146,female,Iola,Spann
Lansing,LashawnAMcMaster@superrito.com,517-682-9161,female,Lashawn,McMaster
Irvine,KellyRKiser@gustr.com,310-770-8316,female,Kelly,Kiser
Erie,PatrickMHarris@einrot.com,814-209-7715,male,Patrick,Harris
Springdale,CandiceBNoel@gustr.com,479-251-5989,female,Candice,Noel
Woburn,KatyNAlcorn@rhyta.com,978-210-6499,female,Katy,Alcorn
Miami,BrianJCortez@teleworm.us,772-905-5976,male,Brian,Cortez
Pendleton,JavierKIngram@jourrapide.com,541-620-0978,male,Javier,Ingram
Reno,GeraldEKeller@rhyta.com,775-270-2374,male,Gerald,Keller
Salt Lake City,KeithCKnudsen@einrot.com,801-584-6872,male,Keith,Knudsen
Tinley Park,ThomasFMcCoy@rhyta.com,708-532-4863,male,Thomas,McCoy
Houston,PatriciaTWeekley@dayrep.com,713-510-7079,female,Patricia,Weekley
Buffalo,BeckyRMyers@teleworm.us,716-205-8037,female,Becky,Myers
Los Angeles,KindraWRollins@einrot.com,213-892-2067,female,Kindra,Rollins
Waterloo,MichaelMBad@jourrapide.com,315-581-1503,male,Michael,Bad
Pearl,AllenMKing@gustr.com,217-829-4967,male,Allen,King
Gardena,BarbaraJWarren@fleckens.hu,562-788-3488,female,Barbara,Warren
Hickory Hills,DeniseHLanning@gustr.com,847-894-9945,female,Denise,Lanning
Northfield,EstherHMiller@teleworm.us,802-485-0696,female,Esther,Miller
Southfield,JamesPGrant@teleworm.us,734-443-1146,male,James,Grant
Macon,ErnieSDavis@superrito.com,478-777-7533,male,Ernie,Davis
Montgomery,MichaelSRinehart@einrot.com,334-396-4818,male,Michael,Rinehart
Des Moines,StephenDRico@einrot.com,515-255-7964,male,Stephen,Rico
Nashville,RosemaryCKenny@superrito.com,615-608-1918,female,Rosemary,Kenny
Fresno,GlenJCollier@rhyta.com,559-306-7534,male,Glen,Collier
Laurel,RobbieMWicks@superrito.com,765-698-4144,female,Robbie,Wicks
Cincinnati,RachelJRobinson@teleworm.us,513-345-5900,female,Rachel,Robinson
Brentwood,DorisBTucker@armyspy.com,631-853-2989,female,Doris,Tucker
San Francisco,ShawnNBattaglia@cuvox.de,510-878-4261,male,Shawn,Battaglia
Arvada,MatthewJCastro@gustr.com,303-456-9486,male,Matthew,Castro
Windham,GailEHoule@einrot.com,330-326-4764,female,Gail,Houle
Cortland,TimothyEFranco@einrot.com,607-753-7959,male,Timothy,Franco
Peoria,CharlesLFarmer@superrito.com,309-291-5184,male,Charles,Farmer
Shelbyville,AlmaBBarna@einrot.com,502-844-0493,female,Alma,Barna
Roswell,TerryCGiardina@gustr.com,770-641-7603,male,Terry,Giardina
Omaha,CherylBSmith@teleworm.us,402-707-9592,female,Cheryl,Smith
Northbrook,ArnulfoPBuie@cuvox.de,630-309-6836,male,Arnulfo,Buie
Springfield,JoyceGGardner@einrot.com,217-528-6319,female,Joyce,Gardner
Washington,AngelaHWhite@rhyta.com,301-715-2440,female,Angela,White
Salt Lake City,BertDJeffers@gustr.com,801-761-0273,male,Bert,Jeffers
Los Angeles,DonnaMBishop@fleckens.hu,323-936-8092,female,Donna,Bishop
Baker,WilliamDKerstetter@armyspy.com,760-733-4381,male,William,Kerstetter
New York,DanelleAKing@einrot.com,212-585-5978,female,Danelle,King
Pittsburgh,AbelMOldfield@teleworm.us,412-341-1627,male,Abel,Oldfield
Easton,DannyIBailey@teleworm.us,816-473-2602,male,Danny,Bailey
West Bloomfield,JosephFSchneider@gustr.com,734-418-3778,male,Joseph,Schneider
Charlotte,SergioEVincent@armyspy.com,803-204-1183,male,Sergio,Vincent
Luverne,KyleDBrobst@rhyta.com,507-220-0997,male,Kyle,Brobst
Honolulu,LaurieMBankston@rhyta.com,808-942-0426,female,Laurie,Bankston
Centennial,WilliamEMcCartney@rhyta.com,970-621-1057,male,William,McCartney
Princeton,EdwardDWood@armyspy.com,763-631-5834,male,Edward,Wood
Philadelphia,RosettaDTillman@teleworm.us,215-868-6944,female,Rosetta,Tillman
Allen,JulietWCuddy@superrito.com,972-359-8379,female,Juliet,Cuddy
Minnetonka,LelaNBanner@fleckens.hu,763-226-1864,female,Lela,Banner
Reno,StevenMMarcus@teleworm.us,775-562-9555,male,Steven,Marcus
Hope,RonaldRBrothers@superrito.com,620-924-9098,male,Ronald,Brothers
Las Vegas,ChristineLCarr@jourrapide.com,702-640-6128,female,Christine,Carr
Franklin,AnnieTOrr@armyspy.com,217-675-4599,female,Annie,Orr
Chatham,LauraDWells@armyspy.com,318-249-2247,female,Laura,Wells
Keizer,LisaBLicht@gustr.com,503-463-3968,female,Lisa,Licht
